Location,Description,Bedrooms,Bathrooms,Living Rooms,Kitchen,Price,Water,Electricity,Garden,Pool
"Kilimani, Nairobi, Kenya","Jade Residency is an assortment of 114 modern 2, 3 and 4 bedroom apartments along Kindaruma road off Ngong road. With construction having begun in 2017, 60% of the project has already been sold and is set to be completed and occupied mid to late 2020. The entire apartment is designed to make you a proud and comfortable owner with shower cubicles in all the bathrooms, gypsum tray ceilings with flush lights in the kitchen and a harmonic blend of ceramic and wood laminate floori...read more",2,2,1,?,"ksh 11,500,000",✅,✅,NO Garden,NO Swimming Pool
"Kitisuru, Nairobi, Kenya","Surrounded by the Gigiri Forest and well secured is Kitisuru Terraces, a unique development of beautiful townhouses with distinctive concepts. The idyllic development presents home owners a choice of unique homes, each designed to meet the specifications of the discerning home buyer looking for a tranquil living environment coupled with the convenience of urban living.

These are contemporary townhouses which are tastefully finished consisting of 4, 5 and 6 bedroom all ensu...read more",4,5,1,?,"ksh 45,950,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Lavington, Nairobi, Kenya","Located in Lavington, this stunning duplex penthouse sits on the 9th and 10th floors of the luxurious Pyramid Park Apartments. The nearly 4,300-square-foot home is on the sales market for Ksh 80.5m (USD 744k), this glorious property features four bedrooms and five bathrooms and boasts views across Nairobi. The main veranda is West facing and is a wonderful place to sit to enjoy the sunset. This is one of the largest penthouses currently available on the market in Nairobi.

...read more",4,5,1,?,"ksh 80,500,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Mlolongo, Kenya","Charming house with cottages and pool overlooking Nairobi National Park

Once in a lifetime opportunity to own a home overlooking Nairobi National Park.

The entire property consists of 2 titles containing:

Property 1 – Approximately 0.77 acres containing a 4 bedroom cottage, SQ and garage – KES 35 million
Property 2 – Approximately 1.2 acres containing a 6 bedroom house, 1 bedroom cottage, pool, SQ and garage – KES 90 million
These adjacent properties are to...read more",3,3,1,?,"ksh 35,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Ngong, Kenya","This  is  a Charming and very well built 4 bedroom, all en suite house, good finishing in a serene , quiet and secure location on 19th Drive in Kerarapon drive, easily accessible from the new tarmac, only Approximately 3.2 km to the Hub shopping mall and Karen shopping center. The newly tarmac Kerarapon Drive has improved access

 

Features:

Spacious and brightly naturally-lit family house
Good finishes throughout the house with partly wooden flooring
Spacious livin...read more",4,4,1,?,"ksh 33,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Kilimani, Nairobi, Kenya","This is a prime apartment development in the upmarket Kilimani area fronting Dennis Pritt Road. The development has 50 units in total each with a leasehold term of 99 years from 1st January 2014. The accommodation comprises a spacious lounge cum dining room with a large glass sliding door opening onto a private balcony, kitchen, 2 en suite bedrooms and a laundry area.

Amenities include a power backup generator for lighting the communal areas, swimming pool, lifts and 1-par...read more",2,2,1,?,"ksh 14,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Langata, Nairobi, Kenya","As you enter this property you have a view through the entrance hallway past the courtyard pool into the main area of the house. The 3 main family ensuite rooms are situated around the main courtyard with a secured door at either end. The open-air kitchen opens up onto the pool with the sitting room to the left and a spare room and bathroom to the right. There are also 2 covered verandas overlooking the one-acre mature garden.

The wooden beamed high ceilings and wooden acc...read more",4,4,1,?,"ksh 95,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Peponi Road, Westlands, Nairobi, Kenya","This meticulously well-structured villa not only speaks class but gives you a sense of peace and tranquility. The villa is in a well secure area being adjacent to the French embassy. The compound has 6 similar villas.

This villa in particular has such tasteful marble flooring, with sufficient natural lighting and the living room having a double ceiling height.
The kitchen has high gloss cabinets with a central island, stainless steel appliances, and 18mm granite tops.

...read more",5,6,1,?,"ksh 68,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Diani Beach Road, Diani Beach, Kenya","This spacious development consists of 12No. 2 bedroom apartments and 4No. 3br. penthouses located along Diani beach, 100m from Nakumatt Diana, Ukunda airstrip and close to Diani beach, shops, bars & restaurants.

The apartments surround beautiful tropical gardens with a large swimming pool in the centre. The finishing of the apartment is excellent and the apartment complex is very well managed, clean, tidy and with good security.

Located on the main Diani Beach Road, abo...read more",3,5,1,?,"ksh 129,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Lavington, Nairobi, Kenya","These 38 3 bedroom apartments and one penthouse, all en-suite at Telagen Garden Apartments are along Hatheru Road in Lavington area.

This 3 bedroom apartment with DSQ (Master en-suite) is located along Hatheru Road, Lavington. It’s in close proximity to Lavington Mall and The Junction mall where one can access various shops, supermarkets, bars & theaters in less than 10 minutes.

The location is in close proximity to shopping malls like Nakumatt Junction, Valley Arcade...read more",3,3,1,?,"ksh 17,500,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Westlands, Nairobi, Kenya","This 3 storey 4 bedroom standalone house for sale in Westlands is located on a lush green corner off Donyo Sabuk Avenue and sits on a 0.45 acre piece of land surrounded by mature trees.

Features & General Layout:

An entry porch to the living room with a fireplace
The living room with a spacious balcony
Private dining area that has access to the living room
Access to the kitchen area, which is fitted with granite counter-tops, appliances & kitchen shelves.
Stone-buil...read more",4,3,1,?,"ksh 85,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Kileleshwa, Nairobi, Kenya","These elegant and tastefully finished apartments is located off Ring Road Kileleshwa and just behind Riverside Drive.
An outstanding development of 48 units consisting of 2 and 3 bedrooms all en-suite apartments with DSQ.

The apartment features an ultra-modern design, a spacious living that is set in a tranquil surrounding offering a high-quality lifestyle.

The area is with minimal noise and traffic facilitating a peaceful stay and easy access to the property.

Featu...read more",3,2,1,?,"ksh 22,356,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Kilimani, Nairobi, Kenya","Designed with the Highest end quality, the apartments comprises of a studio, 1, 2 and 3 bedroom apartments.

The Project consists of Two Twin towers of 15 floors each – with New-Era Architecture and superior Western-Style Finishes.

They are located along Elgeyo Marakwet Road, in the scenic and serene environment of Kilimani.

There is easy access to the best shopping malls, schools, and recreation centers. Its close to the CBD, the retail and entertainment districts ...read more",3,,1,?,"ksh 15,200,000",✅,✅,✅ A Garden ,✅ Swimming Pool
RUNDA,"RUNDA House For sale: Executive Newly Built House on sale, In Runda Mimosa 5 bedroom all ensuite, 1/2 acre land ,ready title, 

Selling price ksh: 220m only
Call/whatsapp 0718 634 203 https://t.co/dwgSDNxK5bread more",4,4,1,?,"ksh 220,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Kikuyu, Kenya","This exquisite four bedroom Townhouse, 2 being en-suite, a family room and a DSQ(Detached Sevant Quarters) located in the green Magana area is up for grabs!!

The unit sits on a rectangular 50M by 125M plot.

It is located approximately 10min Drive from Waiyaki way next to Magana flowers and PCEA kihumo church.

Features

 Spacious sunken lounge
En-suite Master Bedroom with a large balcony & bathtub
Seperate dining area
Spacious Kitchen with cabinets
State of the ...read more",4,4,1,?,"ksh 35,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Kileleshwa, Nairobi, Kenya","A luxurious and elegant 5br penthouse, 3 en suite located in a serene area of kileleshwa with good access roads and internet connectivity. Easy access to top schools and hospitals plus shopping malls. The penthouse has a gorgeous and well lit lounge separate from the dining. The lounge has a wide wooden stairs leading to the upper floor. The kitchen is spacious with plenty of cabinets. Work tops are finished with granito tiles with a double sink. The kitchen has a fitted stov...read more",5,4,1,?,"ksh 35,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Kileleshwa, Nairobi, Kenya","Unobstructed lush views fused with a pinnacle of modern architecture produces this outstanding Residence in Kileleshwa. Comprising if 2, 3, 3.5 and 4 bedroom duplex penthouse apartment is available for Sale . It has the following features;
– The size start from 1451- 4700 Sq ft
– The apartment has a generous living room and sharp lay outs that creates a family-centric multi functional living zones. Adjoining balcony with breathtaking views
– Contemporary Open Plan Fi...read more",4,4,1,?,"ksh 17,400,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Kitisuru, Nairobi, Kenya","Newly Constructed 4 Bedroom villa in gated community in Kitisuru stone throw away to ISK. The property is available for Rent/ Sale.The Property has the following features;
– Well Lit lounge area with vaulted ceilings and a fire place. Has access to pergola patio and garden area
– Formal Dining area
– Open Plan Modern kitchen with a pantry
– Upstairs lounge
– 3 room come en suite/ 4 bathrooms
– Master bedroom en suite comes with walk in closet, both a shower ...read more",4,4,1,?,"ksh 62,500,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Westlands, Nairobi, Kenya","This gorgeous development with its high end finishes make this the right lifestyle choice for you. It is located in the heart of Westlands along the prestigious General Mathenge Drive and next to One General Mathenge. This luxurious development comprises of 2, 3, 4 Bedroom Apartments & 4 Bedroom Duplexes. 

Fully fitted kitchen with imported cabinetry
All bedrooms ensuite
Master bedroom with spacious walk -in- closet
Self contained DSQ
Large laundry area
Wrap around ba...read more",3,2,1,?,"ksh 30,500,000",✅,✅,✅ A Garden ,✅ Swimming Pool
RUNDA,"5 bedroom all en-suite double-storey standalone house sitting on a 0.6-acre plot
Ground floor
Entrance hall
Bright, spacious lounge with a fireplace and a veranda that opens to the backyard garden
Modern fitted kitchen with a pantry
Separate dining area
Guest bedroom with in-built wardrobes and en-suite bathroom
Study/office
Guest toilet
Level 1
Master bedroom with walk-in closet and en-suite bathroom
Third, fourth and fifth bedrooms with in-built wardrobes and en-...read more",5,5,1,?,"ksh 200,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Parklands, Nairobi, Kenya","In a cozy compound of 13 apartments only, a 3 bedroom ground floor unit available for sale at City Park Drive with less than a minute’s connection to Limuru road.

Apartment:
A grilled entrance lobby.
Open plan living/dining area.
Grilled windows all around.
Kitchen with an adjacent pantry.
Dhobi area with provision for a washing machine.
A separate exit through the Dhobi area.
3 bedrooms, master en-suite, and two sharing.
Instant showers plus a functional geyser....read more",3,2,1,?,"ksh 15,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Kahawa Sukari, Kenya","5 BEDROOMED HOUSE FOR SALE IN KAHAWA SUKARI.

It is located in Kahawa Sukari, 2km off the Thika superhighway on Marsabit rd.

It’s an excellently done 5br, 3 ensuite masionette in a gated community under controlled developmet.

The salient features include;

- spacious lounge

- separate dining

- large fitted kitchen with laundry area

- pantry

- master bedroom with a large balcony

- covered parking

- perimeter wall

-  well maintained garden.

T...read more",5,4,1,?,"ksh 35,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Kileleshwa, Nairobi, Kenya","These elegant and tastefully finished apartments is located off Ring Road Kileleshwa and just behind Riverside Drive.
An outstanding development of 48 units consisting of 2 and 3 bedrooms all en-suite apartments with DSQ.

The apartment features an ultra-modern design, a spacious living that is set in a tranquil surrounding offering a high-quality lifestyle.

The area is with minimal noise and traffic facilitating a peaceful stay and easy access to the property.

Featu...read more",2,2,1,?,"ksh 16,563,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Karen, Nairobi, Kenya","Prime 1.8 acre plot boasting superb views of the Ngong Hills with a main house of 4 bedrooms and a detached guest house of 2 bedrooms. The property is set back from Karen Road in the heart of Karen, mere minutes to the Karen Country Club.

Main house
• One enters into a private courtyard before glorious Lamu doors open out into a formal reception room. There are 2 and half guest bedrooms on the ground floor, 2 with en-suite bathrooms.
• Beautifully fitted kitchen with...read more",5,6,1,?,"ksh 180,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Riverside Drive, Westlands, Nairobi","A fusion of novelty and class is a perfect description of this 3-bedroom apartment in Riverside. Perfect for modern city dwelling, it has the following features;
– Expansive living and dining space with a sliding door that leads to a balcony. The large French windows allow maximum natural lighting
– An Open plan kitchen fitted with a cooktop and an oven. It also has a breakfast area and extensive storage cabinets.
– Spacious bedrooms with inbuilt wardrobes
– The m...read more",3,3,1,?,"ksh 25,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Lavington, Nairobi, Kenya","Ideally located in a gated compound of 8 units, this triple storey townhouse has great living spaces and rich woodwork. The ground level has an entrance foyer leading to the bright high ceiling living room and a separate dining area. The well laid kitchen has a pantry and opens out to the laundry area. There is an en suite guest bedroom and a cloakroom.

The first level has a family room, an en suite bedroom and a large master suite with a balcony.
The top level has 2 en s...read more",5,5,1,?,"ksh 60,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Kilimani, Nairobi, Kenya","Located along Kindaruma Road, Nine Degrees apartments are characterized by spacious rooms, modern finishes and easy access to neighboring shopping, health and entertainment facilities.

The development comprises standard and duplex 3 bedroom apartments each with a built up area of approximately 2,500 square feet. Accommodation features a living-cum-dining room opening onto a balcony via large sliding doors, allowing plenty of natural light to brighten the rooms. It also fea...read more",3,3,1,?,"ksh 23,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Parklands, Nairobi, Kenya","A very spacious and well kept 4 bedroom apartment for sale at Batu Hill Apartments conveniently located between 1st and 2nd parklands on Batu Batu Road with very close access to all the amenities the Parklands and Westlands neighbourhoods have to offer.

General Layout:
Open plan living/dining area with elegant lighting and gypsum ceiling.
A fully fitted kitchen with a microwave, oven, a 5 burner cooker, and an extractor hood.
A pantry.
Utility area with provision for a...read more",4,4,1,?,"ksh 27,000,000",✅,✅,NO Garden,NO Swimming Pool
"Parklands, Nairobi, Kenya","A 4 bedroom maisonette for sale and rent located in city park estate along city park drive in a gated community. The property is within a secure gated community developed by the House of Manji in 1987, the same year in which its 99-year leasehold title was issued (1st April 1987.) Each house has its own title deed.

Features:

A Cabro driveway with space for two cars.
Downstairs:

A dining area that’s open to the living room.
A kitchen with an adjacent large pantry....read more",4,3,1,?,"ksh 35,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Lower Kabete, Nairobi, Kenya",This villa is one in a compound of 8 elegant modern homes and is purposely oriented to enjoy views of the wooded valley. The villa has large windows allowing natural light to flood the rooms and the tasteful white paint elevates this to a classy feel. The ground level has a grand entrance lobby that leads out to the patio. This patio is the centrepiece of this home and boasts an inbuilt fitted bar and an open-air area ideal for entertaining or outdoor living. To the left of t...read more,4,4,1,?,"ksh 120,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Nyali, Mombasa, Kenya","Welcome to Sheheena Marina Residence, where relaxation meets luxury in the heart of Mombasa.

Our homes are the ideal spot to relax with family and friends, around our grand entrance that overlooks the Marina. But that’s not the only reason why our residences are in high demand. Located on a prime site off Nyali Bridge, Sheheena Marina has the luxury of overlooking both sides of the Tudor Creek and Indian Ocean. With 4-bedroom suites available, we have ideal spaces for ...read more",4,5,1,?,"ksh 60,000,000",✅,✅,NO Garden,NO Swimming Pool
"Kitisuru, Nairobi, Kenya","Located in one of the most prolific and prime suburbs of Nairobi at Kitisuru Terraces is this 4 bedroom Townhouse all en-suite with DSQ. Sitting on a ¼ acre pf plot, the modern townhouse boasts of a master bedroom with a private balcony, a sunken lounge with fireplace showcasing an airy well designed space that opens out to the manicured gardens, a fitted kitchen with pantry and breakfast area, a kitchen yard and in-built wardrobes in all bedrooms. Other highlight features i...read more",4,6,1,?,"ksh 46,950,000",✅,✅,✅ A Garden ,✅ Swimming Pool
1312  00100,3 bedroom on 50 x 100 plot located in Joska Machakos county 40 km from Nairobi CBD. With electricity and borehole water.read more,3,2,1,?,"ksh 3,500,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Westlands, Nairobi, Kenya","A 4 bedroom, spacious and stunning duplex penthouse is available for sale along Rhapta road. Large enough to serve all your needs, secure, and very conveniently located.

Features:

Guest cloakroom
Large lounge with sliding doors leading to the balcony
Kitchen fitted with an oven/grill, 4 burner cooker, a hood and an adjustable breakfast top
Separate pantry
Utility area with inbuilt washbasin & provision for washer/dryer
En-suite servant quarter with wardrobes
2 bed...read more",5,4,1,?,"ksh 54,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"South C, Nairobi, Kenya","Exquisite and a lavish 10 bedroom property located in the prime part of South C.

Spread across 2 wings of 5 bedrooms each, the property features a lovely courtyard with garden and ample terrace space for entertaining with 11 parking spaces.

The property would be ideal for a large family, conversion to a prestigious commercial office, medical facility, kindergarten or prep school with potential for future redevelopment.

The property has been tastefully designed with u...read more",10,10,1,?,"ksh 80,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Lower Kabete, Nairobi, Kenya","This is a community of just 13 newly constructed 5 bedroom designer homes in Lower kabete, sitting on a total of 5 acres. Set in a picturesque green leafy suburb. This is a dream home in a luxurious gated community.

Ground Level:

As you enter the main doors, your eye is drawn to the focal point of the spacious open plan living space,that opens up to the patio and garden giving you the sense of a indoor outdoor feel.
Separate dining area
Guest bedroom ensuite
Multi pu...read more",5,5,1,?,"ksh 120,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Westlands, Nairobi, Kenya","A well kept 3 bedroom apartment is on sale and at a very favorable price along Rhapta road.

The apartment features generously apportioned spaces, the proximity to all necessary amenities such as the Waridi school, Elegant touch wellness clinic and only 650 meters away from Waiyaki way.

Features:

Spacious lounge with a double leaf single glazed door leading to the balcony.
Cloakroom
Separate dining area that fits an eight-seater table
Kitchen fitted with a 4 burner...read more",3,3,1,?,"ksh 15,900,000",✅,✅,NO Garden,✅ Swimming Pool
"Karen, Nairobi, Kenya","These are 2 charming homes for sale on a gently sloping plot of Approx. 2 acres in Karen.
Both properties enjoy enchanting forested views of Mwitu Estate and the Mbagathi River, complete with a private dam. These picturesque homes exude a rustic charm with all the modern conveniences of today.

The main house has 4 bedrooms all en-suite, a spacious kitchen with island unit and family dining area / breakfast room, an office, an open plan drawing room with dining area and fi...read more",4,4,1,?,"ksh 145,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Diani Beach Road, Diani Beach, Kenya","A favorite holiday destination for A-list celebrities, this stunning house in Diani is incomparable, redefining luxury and exclusivity. This is the epitome of elite living defined by stunning views, tropical gardens and superb interiors.  A walking distance to the beach.  The nice breeze and serene environment is good for a relaxing mode.

Exterior amenities:

Swimming pool

A concrete wall

Boreholeread more",3,4,1,?,"ksh 40,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Langata, Nairobi, Kenya","4 bedroom house all on a single floor in a secure gated compound within the Mukoma Estate. Excellent layout with an open plan dining / living room with large fireplace and then double doors out to a covered terrace overlooking the mature garden. Running along the boundary of the garden is a gentle stream with lush bamboo growing along its banks. In short, a surprising interesting and beautiful garden for a property in a gated community.

The gated community is located in th...read more",4,4,1,?,"ksh 75,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Kiambu, Kenya","This exquisite 5 bedroom house is located on ring road Kugeria which is of

Mushroom road approximately 500 meters from Kiambu road

It sits on half an acre which provides serenity, privacy and comfort living.

Features

Island Kitchens
Laundry area
Pantry
Dining area
Lounge with Fire place
Two Study rooms
Ensuite guest bedroom with bathtub
Master bedroom ensuite with bathtub
Two bedrooms sharing a common cloak room with balconies
Double DSQ
Garage for two c...read more",5,3,1,?,"ksh 60,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Kiambu Road, Kiambu, Kenya","Stunning 3,4 & 5 bedroom maisonettes in a gated community where elegance meets affordability.

This Estate is located off Kiambu road near Kiambu Institute of Science and Technology, two kilometers from Kiambu town, and within minutes of Nairobi’s Muthaiga roundabout.
The estate is in close proximity to schools, hospitals, shopping & entertainment amenities.
It is designed to suit every lifestyle.
Phase one is complete and sold out, phase two with a few remaining units...read more",5,4,1,?,"ksh 27,450,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Westlands, Nairobi, Kenya","Spacious 3 Bedroom Apartment in Westlands in a compound with Garden space and a Pool. Located just off Rhapta Road, this apartment is set in a quiet and highly desirable compound of 12 apartments and 12 townhouses.

The apartment benefits from the airiness and generous green space of the compound. The compound also features a large pool.
Well maintained by the owner-occupier, the apartment features spacious rooms, a living room with a balcony overlooking the gardens, a sep...read more",3,2,1,?,"ksh 32,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Denis Pritt Road, Kilimani, Nairobi, Kenya","These tasteful & elegantly designed apartments are well-located near the State House and the Arboretum with easy access to the retail and commercial zones of Nairobi.

In the heart of the city, the site is on a terrain sloping towards the Kirichwa Kubwa river. Surrounding regions are low-lying, in a green setting, and offer unblocked views of the green Arboretum expanse.

The project constitutes of 2 & 3 bedroom apartments, in addition, 12 exclusive penthouses with beauti...read more",3,3,1,?,"ksh 80,925,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Riverside, Nairobi, Kenya","An opportunity to own a modern, spacious and high-spec luxurious apartment in the lovely suburb of Riverside.

This apartment boasts truly futuristic living for the modern family, with amazing amenities both within the apartment and the whole complex.

The first level features a double-height ceiling living area and a fitted Italian kitchen which is attached to a utility and a staff room. This level also features an en suite guest room, a cloak room and 3 terraces which a...read more",4,4,1,?,"ksh 49,500,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Kileleshwa, Nairobi, Kenya","AYA RESIDENCE is in Kileleshwa’s newest LUXURY apartment project on Makueni Road off Oloitoktok Road, overlooking the Kischwa River valley just moments away from Valley Arcade. It is an architectural gem in the heart of Kileleshwa in Nairobi, designed with a sleek contemporary feel complemented by choice amenities. It is an architectural gem in the heart of Kileleshwa in Nairobi, designed with a sleek contemporary feel complemented by choice amenities. AYA RESIDENCE is an 1...read more",2,2,1,?,"ksh 18,100,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Brookside Drive, Westlands, Nairobi","This is a well-maintained  4 bedroom Townhouse in a secure gated community of only 14 units with ample parking. The main entrance and dhobi area is grilled for maximum security with the detached DSQ.

The ground floor comprises of a living room, dining area, a guest bedroom, clockroom and a spacious closed kitchen with pantry plus utility area.

Ground floor features:

Living room area.
Guest cloakroom
Dining area
Spacious kitchen with a separate pantry.
Guest bedro...read more",4,4,1,?,"ksh 34,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Kiambu Road, Kiambu, Kenya","This apartment is located in a serene environment at the prestigious Fourways junction on Kiambu road
It is located in a U.N approved gated community.
Strategically located 10 minutes from the U.N headquarters, U.S embassy & several diplomatic missions.
It is also close to Two rivers mall, Village market, Ciata mall, wadi degla Runda, and several local & international schools.
In it dwells a well blended community of both locals and expatriates.

Features and amenities:...read more",2,2,1,?,"ksh 10,500,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Karen, Nairobi, Kenya","This delightful property comprises a 4 bedroom main house and 2 detached guest cottages. The property is located in heart of Karen and sits on 1.15 acres of mature gardens. The plot is flat with red soil throughout and is owned on a residential freehold title.

One enters into a spacious sunken lounge with fireplace and sliding glass doors which leads out onto a superb covered veranda with a feature dhow bar, overlooking the manicured garden and pergola. The latter is a sup...read more",6,5,1,?,"ksh 115,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Kiambu Road, Kiambu, Kenya","EDEN VILLE UNIT 16 MULBERRY COURT This exquisite four bedroom villa, all being en-suite, a family room and a DSQ located in the green Eden Ville Village is up for grabs!!
The unit sits on a rectangular quarter acre land
It is located approximately 10min Drive from Ciata Mall Kiambu road in Eden ville village.
Features
• Spacious lounge
• En-suite Master Bedroom with a large balcony & bathtub
• Separate dining area
• Spacious Kitchen with cabinets
• State of ...read more",4,3,1,?,"ksh 45,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Langata, Nairobi, Kenya","This is a charming and rustic American courtyard style home on a secure gated compound in the Mukoma Estate. There are 10 units in the compound with most of the houses occupied by families with children. This remarkable property has several unique features with the bedrooms and living areas set around a swimming pool which is adjacent to a glorious open plan and alfresco kitchen.

This single storey home boasts high vaulted, wood beamed ceilings which creates a lovely sense...read more",4,5,1,?,"ksh 95,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Lavington, Nairobi, Kenya","Duchess Park is the most luxurious and prestigious community in Nairobi. Located in the exclusive serene leafy suburb of Lavington, along Hatheru road, this amazing development is all you ever wanted in a home. The complex comprises of 70 excuisite Apartments, with beautiful land scaped gardens and full modern amenities.

There are Eight luxurious and spacious 5 bedroom duplexes, all en suites with DSQ. With a plinth area of 440 sqm
The Duplexes feature;

A large terrace...read more",5,6,1,?,"ksh 45,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
Riverside,"This exquisite 4 bedroom house for sale located off Riverside Drive, is spacious and ideal for a large family as well as those who love to entertain.

The property is well-maintained and ready to live in. It is located in a secure estate Off Riverside Drive, less than 5 minutes drive from Waiyaki way and the new Westlands Redhill Road, allowing very easy access to Westlands, Thigiri, Gigiri, and more upscale neighbourhoods.

Features include:

Ground floor:

An entran...read more",4,4,1,?,"ksh 45,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Ngong Road, Nairobi, Kenya","Kingstone residence is located a long ngong road, neighbour to ngong hill hotel, only minutes away from the yaya centre, prestige plaza, Adams Arcade and Nairobi Hospital
Features;
Gym
Very spacious with modern fitting
Build in wardrobes
Furnished
en suite
Very secure placeread more",3,3,1,?,"ksh 16,500,000",✅,✅,NO Garden,NO Swimming Pool
"Runda, Nairobi, Kenya","Magnificent 5br all en suite villa built on half acre piece of land. It has fabulous lounge with half of sunken. The kitchen is spacious open plan facing the dining area, which is neatly separated from the lounge. The has a big pantry and laundry area. The spacious guest bedroom and study room are located on ground floor.

First floor has four bedrooms all en suite with walk-in closets. Kids play area is on this floor. The family room occupies the attic. There is a one bedr...read more",5,7,1,?,"ksh 135,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Westlands, Nairobi, Kenya","This gorgeous development with its high end finishes make this the right lifestyle choice for you. It is located in the heart of Westlands along the prestigious General Mathenge Drive and next to One General Mathenge. This luxurious development comprises of 2, 3, 4 Bedroom Apartments & 4 Bedroom Duplexes. 

Fully fitted kitchen with imported cabinetry
All bedrooms ensuite
Master bedroom with spacious walk -in- closet
Self contained DSQ
Large laundry area
Wrap around ba...read more",2,2,1,?,"ksh 24,500,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Dagoretti Road, Nairobi, Kenya","Bogani Park is a premium residential development on Bogani Road in Karen consisting of 45 four and five bedroom luxury townhouses set on individual half-acre plots.

The development has been conceived as an ‘English Country Estate’ in its design, layout and aesthetic. There are 3 house types to meet a diverse market and provide a village characteristic to the project.

Other facilities and services include; a clubhouse, swimming pool, sauna, steam rooms, gym, 24 hour ...read more",5,5,1,?,"ksh 92,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Westlands, Nairobi, Kenya","This exquisite five (5) bedroom house plus Servants quarter, is located in the quiet neighborhood of Westlands area off E. Church Road.

The house is in a development of only 6 houses in a serene and secure gated environment, tastefully designed and benefitting from excellent accessibility located within a 2 minutes drive to Sarit center, The Pantry, shopping malls, schools, and a number of hospitals.

The ground floor comprises a living room, separate dining area, a gues...read more",5,4,1,?,"ksh 49,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Nakuru, Kenya","Sitting on 1/2 an acre ,this magnificent Holiday Home stands in private gardens just behind Greenstead School , a ten minutes drive to the picturesque town of Nakuru.

The property can accommodate 15+ people, with 7 bedrooms comprising of an Executive suite and Deluxe Bedrooms These spacious rooms have superb views of the surrounding,the lounge seating up to ten people . This property features modern luxurious finishes and toilet ware.

The mature gardens are another feat...read more",7,7,1,?,"ksh 50,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Karen, Nairobi, Kenya","Prime property located in the Karen Windy Ridge area For Sale. It’s a 4 bedroom bungalow set on an extremely lush 2-acre plot. Its boasts of the following features;

– Striking entrance with water feature
– Large Cozy living room with a fireplace and mazes flooring
– Outdoor Patio with a fireplace leading to the lush garden
– Formal Dining area
– Modern Wood finished Cabinetry with an island kitchen and pantry
– All rooms are en-suite with wooden flooring...read more",4,4,1,?,"ksh 165,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
